game_no,Home_team,Away_team,half_time_score,home_score,away_score,home_odds,draw_odds,away_odds,game_id,outcome,home_wins,draws_no,away_wins,game_count,1/2
1,ARS,FUL,2-1,5,1,1.45,4.85,6.5,0,1,5,0,1,6,1
2,AST,CRY,0-0,0,2,1.75,4.05,4.45,1,2,3,0,1,4,1
3,BRE,SHU,0-1,2,1,1.83,3.65,4.45,2,1,4,0,0,4,1
4,CHE,NEW,2-0,3,1,2.07,3.85,3.3,3,1,4,0,0,4,1
5,EVE,BOU,2-0,2,1,1.74,3.8,4.8,4,1,4,4,0,8,1
6,LUT,WHU,0-0,0,3,3.55,3.65,2.04,5,2,1,1,5,7,1
7,MCI,LIV,3-1,4,1,1.8,4.4,3.8,6,1,3,2,0,5,1
8,MUN,NOT,2-0,2,1,1.41,5.25,6.75,7,1,7,0,0,7,1
9,TOT,BHA,1-0,1,0,2.18,3.75,3.15,8,1,4,1,2,7,1
10,WOL,BUR,0-0,0,1,1.91,3.65,4.0,9,2,1,2,3,6,1
1,AST,MCI,0-0,0,0,2.5,3.8,2.6,10,x,3,2,2,7,0
2,BOU,MUN,1-1,1,2,4.15,4.1,1.78,11,2,2,1,2,5,1
3,BRE,NEW,1-1,2,3,2.95,3.5,2.4,12,2,2,1,2,5,1
4,CRY,BUR,0-0,3,0,1.79,3.85,4.35,13,1,4,3,2,9,1
5,EVE,CHE,0-1,2,4,2.9,3.55,2.4,14,2,1,1,3,5,1
6,FUL,WOL,0-0,0,0,2.35,3.55,3.0,15,x,3,3,1,7,0
7,LUT,NOT,0-1,1,1,2.4,3.65,2.85,16,x,4,1,1,6,0
8,SHU,BHA,0-0,0,1,3.95,3.7,1.92,17,2,1,1,3,5,1
9,TOT,LIV,0-0,0,1,2.1,4.1,3.05,18,2,2,2,3,7,1
10,WHU,ARS,0-3,0,5,2.6,3.75,2.55,19,2,3,2,2,7,1
1,ARS,LUT,0-0,1,1,1.35,5.25,8.5,20,x,6,1,0,7,0
2,AST,BHA,1-0,3,0,2.22,3.7,3.1,21,1,2,1,1,4,1
3,BOU,MCI,0-1,0,2,4.85,4.2,1.66,22,2,1,2,3,6,1
4,BRE,BUR,0-1,1,1,1.85,3.65,4.35,23,x,3,1,3,7,0
5,CHE,LIV,1-2,5,4,2.0,4.15,3.3,24,1,2,1,1,4,1
6,CRY,EVE,2-0,4,1,2.25,3.55,3.15,25,1,5,1,0,6,1
7,MUN,WOL,2-0,3,1,1.57,4.5,5.5,26,1,6,1,1,8,1
8,NEW,FUL,0-0,0,0,1.53,4.5,5.75,27,x,5,1,2,8,0
9,SHU,WHU,0-2,1,3,3.4,3.6,2.12,28,2,0,2,3,5,1
10,TOT,NOT,3-0,3,0,1.48,4.8,6.0,29,1,2,4,1,7,1
1,AST,LIV,0-0,0,1,2.14,4.05,3.05,30,2,2,1,2,5,1
2,BHA,BUR,1-0,3,1,1.48,4.5,6.5,31,1,4,0,0,4,1
3,BOU,TOT,1-0,2,1,3.9,3.8,1.89,32,1,3,1,3,7,1
4,CHE,ARS,0-0,0,0,2.19,3.85,3.05,33,x,6,1,2,9,0
5,EVE,MCI,0-0,0,0,3.25,3.7,2.14,34,x,3,2,3,8,0
6,FUL,BRE,0-1,1,1,2.5,3.45,2.8,35,x,2,3,1,6,0
7,LUT,WOL,0-0,0,0,2.8,3.45,2.55,36,x,2,2,2,6,0
8,MUN,CRY,2-0,3,1,1.62,4.45,4.85,37,1,3,3,0,6,1
9,NOT,SHU,1-1,3,1,2.03,3.7,3.5,38,1,7,0,2,9,1
10,WHU,NEW,0-0,2,1,2.4,3.7,2.75,39,1,1,1,2,4,1
1,ARS,WOL,0-0,0,0,1.55,4.45,5.75,40,x,2,2,0,4,0
2,AST,CHE,0-0,0,0,2.3,3.75,2.95,41,x,0,3,3,6,0
3,BHA,FUL,4-1,8,1,1.55,4.4,5.75,42,1,2,1,1,4,1
4,BUR,LIV,1-1,1,1,3.8,4.1,1.86,43,x,0,1,4,5,0
5,CRY,LUT,0-1,0,1,1.7,4.0,4.8,44,2,3,1,1,5,1
6,EVE,TOT,2-2,3,2,2.75,3.55,2.5,45,1,2,3,2,7,1
7,MUN,MCI,1-2,2,3,2.3,4.05,2.75,46,2,1,2,2,5,1
8,NOT,NEW,2-0,2,1,3.6,3.95,1.94,47,1,2,1,4,7,1
9,SHU,BOU,0-0,0,0,2.18,3.45,3.35,48,x,2,4,1,7,0
10,WHU,BRE,1-0,2,0,1.91,3.65,4.0,49,1,6,1,1,8,1
1,ARS,CRY,2-1,4,1,1.59,4.4,5.25,50,1,3,3,0,6,1
2,BOU,NEW,0-1,0,2,4.05,3.8,1.86,51,2,1,1,5,7,1
3,BUR,AST,0-0,2,0,3.65,3.7,1.99,52,1,2,3,0,5,1
4,CHE,WOL,3-1,5,1,1.6,4.25,5.5,53,1,3,4,0,7,1
5,FUL,LIV,3-1,3,7,3.35,4.1,2.0,54,2,1,2,4,7,1
6,MCI,LUT,0-0,1,0,1.3,5.75,9.5,55,1,6,0,0,6,1
7,NOT,BRE,0-0,2,2,2.6,3.55,2.65,56,x,4,2,1,7,0
8,SHU,EVE,0-2,0,3,2.95,3.4,2.45,57,2,2,1,2,5,1
9,TOT,MUN,1-1,4,2,2.17,4.0,3.0,58,1,5,0,1,6,1
10,WHU,BHA,0-0,0,3,2.45,3.6,2.8,59,2,2,2,3,7,1
1,ARS,MCI,0-1,0,1,2.2,3.95,2.95,60,2,1,3,7,11,1
2,AST,FUL,1-0,1,1,1.58,4.35,5.5,61,x,2,2,1,5,0
3,BHA,NOT,0-0,1,1,1.48,4.7,6.25,62,x,4,3,1,8,0
4,BOU,BRE,0-2,1,3,2.9,3.35,2.5,63,2,1,2,5,8,1
5,BUR,CHE,0-1,0,2,4.0,3.8,1.88,64,2,0,3,5,8,1
6,NEW,EVE,1-2,2,2,1.76,3.9,4.5,65,x,0,1,2,3,0
7,SHU,MUN,0-1,0,4,4.05,4.05,1.81,66,2,1,0,1,2,1
8,TOT,LUT,1-1,3,1,1.43,4.85,7.25,67,1,2,0,0,2,1
9,WHU,LIV,1-0,1,0,2.35,3.95,2.75,68,1,5,0,2,7,1
10,WOL,CRY,2-0,2,0,2.3,3.55,3.0,69,1,5,2,1,8,1
1,ARS,TOT,2-0,3,0,1.93,4.0,3.6,70,1,3,0,2,5,1
2,BOU,BHA,1-1,1,2,4.05,3.75,1.88,71,2,1,0,4,5,1
3,BRE,EVE,0-0,1,0,2.3,3.35,3.15,72,1,5,4,1,10,1
4,BUR,FUL,0-0,0,0,2.4,3.55,2.9,73,x,1,4,1,6,0
5,CHE,CRY,2-1,2,1,1.65,4.2,4.9,74,1,4,0,1,5,1
6,LUT,SHU,1-0,2,0,2.3,3.45,3.1,75,1,1,2,1,4,1
7,MCI,WOL,1-0,3,0,1.48,4.7,6.25,76,1,4,4,1,9,1
8,NEW,MUN,2-0,3,0,2.12,4.0,3.1,77,1,2,2,2,6,1
9,NOT,LIV,0-1,0,5,3.55,4.25,1.88,78,2,1,4,2,7,1
10,WHU,AST,1-0,3,1,2.35,3.65,2.9,79,1,4,4,0,8,1
1,ARS,BUR,3-1,4,1,1.4,5.0,7.5,80,1,1,1,0,2,1
2,BOU,MUN,0-0,2,2,4.15,4.1,1.78,11,x,2,1,2,5,0
3,CHE,BHA,1-2,1,3,2.08,3.75,3.35,81,2,0,1,5,6,1
4,CRY,WOL,0-1,1,2,2.05,3.65,3.5,82,2,0,2,1,3,1
5,EVE,NOT,0-0,0,2,1.8,3.9,4.25,83,2,2,0,1,3,1
6,FUL,BRE,1-0,2,0,2.5,3.45,2.8,35,1,2,3,1,6,1
7,LUT,AST,0-0,0,0,4.0,3.75,1.89,84,x,1,4,1,6,0
8,MCI,NEW,2-1,4,2,1.87,4.1,3.75,85,1,4,1,1,6,1
9,TOT,SHU,1-0,2,0,1.47,4.65,6.5,86,1,4,1,1,6,1
10,WHU,LIV,4-1,4,1,2.35,3.95,2.75,68,1,5,0,2,7,1
1,ARS,AST,0-1,1,2,1.92,3.95,3.65,87,2,2,2,3,7,1
2,BOU,CHE,0-1,1,3,4.2,3.85,1.82,88,2,2,2,5,9,1
3,BRE,WHU,0-2,1,3,2.6,3.45,2.7,89,2,3,0,4,7,1
4,BUR,EVE,2-0,2,0,2.9,3.4,2.5,90,1,5,0,2,7,1
5,CRY,BHA,0-0,1,1,2.85,3.65,2.4,91,x,2,3,1,6,0
6,LIV,NEW,2-0,2,0,2.07,4.1,3.15,92,1,5,0,1,6,1
7,LUT,MUN,0-0,0,0,4.3,4.15,1.74,93,x,2,1,2,5,0
8,MCI,NOT,1-0,1,0,1.34,5.75,8.0,94,1,4,1,1,6,1
9,SHU,FUL,1-1,1,2,2.45,3.5,2.85,95,2,1,1,2,4,1
10,TOT,WOL,0-0,1,0,1.65,4.15,4.95,96,1,3,1,0,4,1
1,ARS,MUN,3-0,3,0,1.97,4.15,3.35,97,1,2,0,1,3,1
2,AST,EVE,0-1,0,3,1.82,3.8,4.25,98,2,4,1,1,6,1
3,BHA,BOU,1-0,3,0,1.45,4.6,7.0,99,1,2,2,0,4,1
4,CHE,LUT,2-1,3,1,1.39,5.0,7.75,100,1,5,1,1,7,1
5,FUL,WOL,0-0,1,0,2.35,3.55,3.0,15,1,3,3,1,7,1
6,MCI,BUR,1-1,1,1,1.34,5.5,8.5,101,x,4,1,1,6,0
7,NEW,BRE,1-0,2,0,1.72,3.95,4.75,102,1,3,2,0,5,1
8,NOT,LIV,0-0,1,1,3.55,4.25,1.88,78,x,1,4,2,7,0
9,TOT,CRY,2-0,5,1,1.71,4.15,4.5,103,1,7,0,0,7,1
10,WHU,SHU,0-0,2,0,1.58,4.2,5.5,104,1,4,0,1,5,1
1,AST,MCI,1-0,1,1,2.5,3.8,2.6,10,x,3,2,2,7,0
2,BHA,LUT,1-0,2,0,1.43,4.75,7.25,105,1,7,1,0,8,1
3,BOU,CRY,1-1,2,1,2.9,3.5,2.4,106,1,2,0,0,2,1
4,BUR,LIV,1-2,2,4,3.8,4.1,1.86,43,2,0,1,4,5,1
5,CHE,ARS,1-0,2,0,2.19,3.85,3.05,33,1,6,1,2,9,1
6,EVE,MUN,1-0,3,1,2.85,3.75,2.35,107,1,1,1,0,2,1
7,FUL,TOT,0-1,1,2,3.25,3.8,2.1,108,2,3,0,5,8,1
8,NEW,SHU,2-0,4,0,1.45,4.65,7.0,109,1,2,2,2,6,1
9,NOT,BRE,2-0,3,1,2.6,3.55,2.65,56,1,4,2,1,7,1
10,WHU,WOL,0-0,0,0,1.81,3.85,4.3,110,x,2,4,1,7,0
1,AST,FUL,3-2,4,2,1.58,4.35,5.5,61,1,2,2,1,5,1
2,BOU,BRE,0-1,0,3,2.9,3.35,2.5,63,2,1,2,5,8,1
3,BUR,WHU,0-4,0,7,3.3,3.6,2.16,111,2,3,1,3,7,1
4,CHE,WOL,1-0,2,2,1.6,4.25,5.5,53,x,3,4,0,7,0
5,CRY,EVE,2-1,3,2,2.25,3.55,3.15,25,1,5,1,0,6,1
6,LIV,LUT,3-0,5,0,1.36,5.5,7.75,112,1,1,0,1,2,1
7,MCI,ARS,0-1,1,1,1.97,4.05,3.45,113,x,1,1,0,2,0
8,MUN,TOT,1-0,3,0,1.98,4.1,3.35,114,1,3,1,1,5,1
9,NOT,NEW,1-0,3,1,3.6,3.95,1.94,47,1,2,1,4,7,1
10,SHU,BHA,0-1,0,1,3.95,3.7,1.92,17,2,1,1,3,5,1
1,AST,WHU,0-0,4,1,1.99,3.8,3.6,115,1,2,2,0,4,1
2,BHA,WOL,1-1,2,1,1.65,4.05,5.0,116,1,4,0,0,4,1
3,BOU,SHU,0-1,1,3,2.25,3.45,3.2,117,2,1,0,2,3,1
4,BRE,LUT,0-1,1,3,1.76,3.75,4.75,118,2,3,3,2,8,1
5,BUR,NEW,0-0,0,0,3.85,3.8,1.92,119,x,2,2,4,8,0
6,CHE,TOT,0-2,1,2,2.01,3.9,3.4,120,2,2,2,3,7,1
7,EVE,MCI,2-0,2,3,3.25,3.7,2.14,34,2,3,2,3,8,1
8,LIV,ARS,0-1,1,1,2.2,4.1,2.9,121,x,1,4,0,5,0
9,MUN,FUL,0-0,1,0,1.47,4.9,6.0,122,1,7,0,0,7,1
10,NOT,CRY,0-0,1,2,2.55,3.75,2.6,123,2,0,2,2,4,1
1,ARS,CHE,0-1,3,2,2.03,3.9,3.35,124,1,4,1,1,6,1
2,BRE,NOT,0-1,1,2,1.86,3.8,4.05,125,2,2,0,2,4,1
3,CRY,BOU,1-0,2,0,1.74,3.9,4.65,126,1,3,3,1,7,1
4,LIV,BUR,1-0,1,0,1.41,5.25,7.0,127,1,3,1,1,5,1
5,LUT,BHA,1-0,3,1,4.15,3.8,1.85,128,1,3,2,1,6,1
6,MCI,AST,0-1,1,1,1.82,4.1,3.95,129,x,1,1,0,2,0
7,MUN,EVE,0-2,2,2,1.69,4.2,4.65,130,x,4,1,1,6,0
8,SHU,NEW,0-0,0,2,3.95,3.8,1.89,131,2,1,0,5,6,1
9,TOT,FUL,1-2,4,4,1.55,4.5,5.5,132,x,0,2,0,2,0
10,WOL,WHU,0-1,1,3,2.7,3.55,2.55,133,2,0,1,5,6,1
1,ARS,BHA,0-1,2,5,1.99,3.85,3.5,134,2,2,1,1,4,1
2,BOU,LUT,0-2,0,2,2.17,3.5,3.35,135,2,2,1,5,8,1
3,BRE,BUR,1-1,1,2,1.85,3.65,4.35,23,2,3,1,3,7,1
4,CHE,EVE,1-0,1,0,1.73,3.95,4.65,136,1,5,0,2,7,1
5,CRY,FUL,0-0,0,1,1.9,3.85,3.85,137,2,2,1,3,6,1
6,LIV,AST,1-1,2,2,2.0,4.1,3.3,138,x,1,1,2,4,0
7,MCI,MUN,1-0,5,1,1.86,4.3,3.65,139,1,5,3,0,8,1
8,NEW,WOL,1-0,1,2,1.63,4.15,5.25,140,2,5,1,2,8,1
9,SHU,NOT,1-0,1,2,2.3,3.65,3.0,141,2,1,2,2,5,1
10,TOT,WHU,0-2,2,2,1.95,3.85,3.65,142,x,2,1,2,5,0
1,BOU,ARS,0-2,0,2,4.45,4.0,1.75,143,2,2,2,5,9,1
2,BRE,AST,1-0,1,0,2.8,3.5,2.5,144,1,2,2,2,6,1
3,BUR,SHU,0-2,0,2,2.17,3.5,3.35,145,2,2,2,1,5,1
4,EVE,BHA,2-1,3,1,2.8,3.45,2.5,146,1,3,0,0,3,1
5,FUL,WHU,1-0,1,0,2.9,3.65,2.35,147,1,1,4,2,7,1
6,LIV,MUN,1-2,2,2,2.07,4.3,3.05,148,x,0,2,3,5,0
7,LUT,CRY,0-2,1,3,2.95,3.55,2.35,149,2,2,3,1,6,1
8,MCI,CHE,0-1,1,1,1.91,4.05,3.65,150,x,1,2,2,5,0
9,TOT,NEW,0-0,0,0,2.17,3.8,3.1,151,x,4,2,0,6,0
10,WOL,NOT,0-1,2,1,1.93,3.8,3.75,152,1,2,2,2,6,1
1,BHA,MCI,0-0,0,0,2.4,3.8,2.75,153,x,2,2,0,4,0
2,BOU,EVE,1-1,1,1,3.0,3.4,2.4,154,x,0,2,2,4,0
3,BUR,WOL,3-1,4,2,2.6,3.45,2.7,155,1,4,1,2,7,1
4,CHE,LIV,1-0,1,0,2.0,4.15,3.3,24,1,2,1,1,4,1
5,LUT,ARS,1-1,2,2,4.6,4.05,1.71,156,x,2,2,1,5,0
6,MUN,BRE,0-1,3,2,1.65,4.2,4.9,157,1,3,0,2,5,1
7,NEW,FUL,2-0,3,2,1.53,4.5,5.75,27,1,5,1,2,8,1
8,SHU,AST,0-2,1,2,3.75,3.7,1.96,158,2,3,0,3,6,1
9,TOT,NOT,0-0,0,0,1.48,4.8,6.0,29,x,2,4,1,7,0
10,WHU,CRY,0-0,2,1,1.88,3.85,3.95,159,1,3,2,1,6,1
1,AST,WOL,1-0,2,3,1.69,4.05,4.85,160,2,2,1,1,4,1
2,BHA,LIV,0-0,1,0,2.08,4.0,3.15,161,1,4,1,2,7,1
3,BOU,MCI,0-1,2,1,4.85,4.2,1.66,22,1,1,2,3,6,1
4,BUR,TOT,0-1,1,3,3.7,3.8,1.95,162,2,3,1,3,7,1
5,CHE,BRE,0-0,0,0,1.69,4.0,4.9,163,x,5,1,0,6,0
6,CRY,ARS,0-0,0,1,3.1,3.8,2.18,164,2,2,2,3,7,1
7,EVE,LUT,0-0,1,0,1.71,3.85,4.95,165,1,5,3,0,8,1
8,FUL,NOT,0-0,1,0,2.03,3.85,3.4,166,1,1,1,0,2,1
9,MUN,SHU,3-0,5,0,1.4,5.25,7.25,167,1,5,0,1,6,1
10,NEW,WHU,3-0,5,0,1.91,3.9,3.75,168,1,2,2,2,6,1
1,ARS,FUL,2-0,3,0,1.45,4.85,6.5,0,1,5,0,1,6,1
2,AST,LIV,3-0,4,0,2.14,4.05,3.05,30,1,2,1,2,5,1
3,BOU,SHU,0-2,1,3,2.25,3.45,3.2,117,2,1,0,2,3,1
4,BRE,EVE,0-0,3,2,2.3,3.35,3.15,72,1,5,4,1,10,1
5,BUR,WOL,0-1,1,3,2.6,3.45,2.7,155,2,4,1,2,7,1
6,CHE,LUT,0-2,2,4,1.39,5.0,7.75,100,2,5,1,1,7,1
7,CRY,MCI,0-0,0,0,3.3,3.9,2.05,169,x,0,2,2,4,0
8,MUN,NOT,3-0,5,0,1.41,5.25,6.75,7,1,7,0,0,7,1
9,TOT,NEW,3-0,4,2,2.17,3.8,3.1,151,1,4,2,0,6,1
10,WHU,BHA,1-0,1,0,2.45,3.6,2.8,59,1,2,2,3,7,1
1,BOU,NEW,1-0,1,1,4.05,3.8,1.86,51,x,1,1,5,7,0
2,BRE,ARS,0-0,0,0,3.15,3.6,2.21,170,x,2,3,2,7,0
3,CHE,NOT,4-1,4,1,1.44,4.95,6.75,171,1,4,1,2,7,1
4,FUL,BUR,0-2,3,3,2.0,3.7,3.65,172,x,2,2,1,5,0
5,LIV,MCI,1-3,3,3,2.35,4.15,2.65,173,x,2,1,1,4,0
6,LUT,AST,0-0,4,1,4.0,3.75,1.89,84,1,1,4,1,6,1
7,MUN,BHA,2-0,2,2,2.04,3.95,3.3,174,x,4,3,3,10,0
8,SHU,CRY,0-0,0,2,2.85,3.5,2.45,175,2,1,2,2,5,1
9,TOT,EVE,0-0,2,2,1.79,3.9,4.35,176,x,2,2,0,4,0
10,WHU,WOL,0-0,3,1,1.81,3.85,4.3,110,1,2,4,1,7,1
1,AST,MCI,0-2,1,2,2.5,3.8,2.6,10,2,3,2,2,7,1
2,BHA,ARS,0-2,0,5,2.3,3.75,2.95,177,2,3,0,1,4,1
3,BRE,BOU,0-0,7,0,1.8,3.7,4.6,178,1,3,2,3,8,1
4,CHE,CRY,0-0,2,1,1.65,4.2,4.9,74,1,4,0,1,5,1
5,LUT,WHU,0-1,0,3,3.55,3.65,2.04,5,2,1,1,5,7,1
6,MUN,LIV,2-0,4,1,1.97,4.35,3.25,179,1,3,1,2,6,1
7,NEW,FUL,0-0,1,0,1.53,4.5,5.75,27,1,5,1,2,8,1
8,NOT,BUR,2-2,2,2,2.06,3.75,3.4,180,x,3,2,1,6,0
9,SHU,TOT,0-1,0,3,3.8,3.8,1.93,181,2,2,0,3,5,1
10,WOL,EVE,0-0,0,0,2.45,3.4,2.95,182,x,4,2,5,11,0
1,BHA,LIV,1-0,1,1,2.08,4.0,3.15,161,x,4,1,2,7,0
2,BRE,AST,1-1,3,1,2.8,3.5,2.5,144,1,2,2,2,6,1
3,BUR,EVE,1-0,1,0,2.9,3.4,2.5,90,1,5,0,2,7,1
4,CHE,TOT,1-0,2,1,2.01,3.9,3.4,120,1,2,2,3,7,1
5,CRY,WOL,1-1,1,1,2.05,3.65,3.5,82,x,0,2,1,3,0
6,MCI,FUL,1-1,4,1,1.39,5.25,7.25,183,1,4,2,0,6,1
7,MUN,BOU,3-0,6,0,1.38,5.25,7.5,184,1,2,0,0,2,1
8,NEW,WHU,1-0,2,0,1.91,3.9,3.75,168,1,2,2,2,6,1
9,NOT,LUT,0-0,2,3,1.95,3.8,3.7,185,2,3,2,3,8,1
10,SHU,ARS,1-0,1,0,4.35,3.95,1.78,186,1,2,1,0,3,1
1,BOU,BHA,1-0,2,0,4.05,3.75,1.88,71,1,1,0,4,5,1
2,BRE,FUL,0-0,0,0,1.96,3.65,3.85,187,x,1,3,0,4,0
3,BUR,CRY,0-0,0,2,2.75,3.55,2.5,188,2,0,1,1,2,1
4,LIV,ARS,0-0,0,0,2.2,4.1,2.9,121,x,1,4,0,5,0
5,LUT,EVE,1-2,2,2,3.1,3.4,2.35,189,x,0,1,1,2,0
6,MCI,WHU,0-0,1,0,1.7,4.25,4.5,190,1,1,2,1,4,1
7,MUN,AST,0-2,0,2,1.97,4.05,3.45,191,2,2,1,4,7,1
8,NOT,NEW,0-1,0,1,3.6,3.95,1.94,47,2,2,1,4,7,1
9,SHU,CHE,0-1,1,3,4.1,3.8,1.85,192,2,1,2,2,5,1
10,TOT,WOL,2-0,3,2,1.65,4.15,4.95,96,1,3,1,0,4,1
1,BHA,AST,0-0,1,0,2.08,3.75,3.35,193,1,6,1,3,10,1
2,BOU,ARS,0-3,1,5,4.45,4.0,1.75,143,2,2,2,5,9,1
3,CRY,LUT,0-0,0,0,1.7,4.0,4.8,44,x,3,1,1,5,0
4,EVE,NEW,0-0,1,2,2.8,3.55,2.45,194,2,3,0,2,5,1
5,FUL,MUN,0-2,2,3,3.45,4.0,1.97,195,2,0,2,3,5,1
6,MCI,NOT,1-1,1,1,1.34,5.75,8.0,94,x,4,1,1,6,0
7,SHU,LIV,1-0,1,1,3.9,4.1,1.83,196,x,3,1,4,8,0
8,TOT,BUR,2-2,3,2,1.48,4.6,6.5,197,1,1,2,3,6,1
9,WHU,BRE,2-0,5,0,1.91,3.65,4.0,49,1,6,1,1,8,1
10,WOL,CHE,1-2,2,2,3.2,3.65,2.17,198,x,0,2,2,4,0
1,ARS,MCI,0-1,0,2,2.2,3.95,2.95,60,2,1,3,7,11,1
2,AST,BUR,4-1,4,1,1.51,4.45,6.25,199,1,2,0,0,2,1
3,BOU,LUT,2-0,2,1,2.17,3.5,3.35,135,1,2,1,5,8,1
4,BRE,BHA,1-2,1,2,2.95,3.45,2.4,200,2,0,1,3,4,1
5,CHE,WHU,1-0,1,0,1.87,3.9,3.9,201,1,3,0,1,4,1
6,CRY,EVE,1-0,1,0,2.25,3.55,3.15,25,1,5,1,0,6,1
7,LIV,NEW,0-0,2,0,2.07,4.1,3.15,92,1,5,0,1,6,1
8,MUN,SHU,0-0,1,0,1.4,5.25,7.25,167,1,5,0,1,6,1
9,NOT,TOT,0-0,0,0,3.45,3.95,1.98,202,x,0,3,1,4,0
10,WOL,FUL,3-2,6,4,2.04,3.65,3.55,203,1,2,1,1,4,1
1,AST,LUT,0-1,0,1,1.45,4.65,7.0,204,2,3,2,1,6,1
2,BOU,NEW,0-2,0,2,4.05,3.8,1.86,51,2,1,1,5,7,1
3,BUR,NOT,0-0,0,0,2.24,3.65,3.05,205,x,0,1,2,3,0
4,CHE,FUL,2-0,2,0,1.5,4.6,6.0,206,1,3,0,1,4,1
5,CRY,SHU,0-0,0,0,1.77,3.85,4.5,207,x,3,3,0,6,0
6,EVE,MCI,1-1,1,1,3.25,3.7,2.14,34,x,3,2,3,8,0
7,LIV,BRE,1-0,1,0,1.67,4.25,4.7,208,1,3,1,0,4,1
8,MUN,BHA,1-2,1,2,2.04,3.95,3.3,174,2,4,3,3,10,1
9,TOT,ARS,1-0,1,0,2.3,3.85,2.85,209,1,2,0,2,4,1
10,WOL,WHU,1-2,1,2,2.7,3.55,2.55,133,2,0,1,5,6,1
1,BHA,NOT,0-1,0,1,1.48,4.7,6.25,62,2,4,3,1,8,1
2,BOU,FUL,0-0,1,0,2.5,3.5,2.8,210,1,2,3,2,7,1
3,CHE,MCI,1-1,3,3,2.3,3.85,2.8,211,x,1,2,2,5,0
4,EVE,ARS,1-1,1,1,3.0,3.6,2.3,212,x,1,2,1,4,0
5,LIV,CRY,3-0,7,1,1.63,4.5,4.7,213,1,6,2,0,8,1
6,LUT,BRE,1-0,3,0,3.0,3.35,2.4,214,1,3,0,0,3,1
7,NEW,MUN,0-2,0,5,2.12,4.0,3.1,77,2,2,2,2,6,1
8,SHU,BUR,0-0,0,0,2.25,3.45,3.2,215,x,0,4,0,4,0
9,WHU,AST,0-0,1,0,2.35,3.65,2.9,79,1,4,4,0,8,1
10,WOL,TOT,0-1,0,3,3.0,3.65,2.3,216,2,2,1,4,7,1
1,ARS,BOU,1-1,1,1,1.37,5.25,8.25,217,x,1,2,0,3,0
2,BHA,SHU,1-0,2,0,1.47,4.55,6.75,218,1,5,0,1,6,1
3,CRY,WHU,2-0,2,1,2.5,3.6,2.7,219,1,4,1,1,6,1
4,EVE,AST,0-0,1,2,2.7,3.5,2.55,220,2,3,1,3,7,1
5,FUL,NEW,0-1,0,1,3.4,3.8,2.05,221,2,0,1,4,5,1
6,LIV,NOT,0-0,0,0,1.41,5.5,6.5,222,x,4,2,0,6,0
7,LUT,BUR,0-1,3,1,2.35,3.45,3.05,223,1,2,1,0,3,1
8,MCI,MUN,2-1,4,3,1.86,4.3,3.65,139,1,5,3,0,8,1
9,TOT,BRE,0-0,0,1,1.75,3.9,4.55,224,2,3,0,1,4,1
10,WOL,CHE,0-1,1,1,3.2,3.65,2.17,198,x,0,2,2,4,0
1,ARS,MUN,2-1,2,1,1.97,4.15,3.35,97,1,2,0,1,3,1
2,BHA,FUL,1-1,1,1,1.55,4.4,5.75,42,x,2,1,1,4,0
3,BRE,EVE,1-0,3,1,2.3,3.35,3.15,72,1,5,4,1,10,1
4,CHE,AST,2-1,3,3,2.01,3.85,3.5,225,x,4,2,1,7,0
5,MCI,NEW,0-0,0,1,1.87,4.1,3.75,85,2,4,1,1,6,1
6,NOT,LUT,3-0,3,1,1.95,3.8,3.7,185,1,3,2,3,8,1
7,SHU,LIV,0-1,0,2,3.9,4.1,1.83,196,2,3,1,4,8,1
8,TOT,CRY,5-1,5,4,1.71,4.15,4.5,103,1,7,0,0,7,1
9,WHU,BUR,1-1,2,1,1.6,4.2,5.5,226,1,3,3,0,6,1
10,WOL,BOU,0-0,1,1,1.85,3.7,4.25,227,x,3,2,0,5,0
1,ARS,NEW,0-2,0,3,1.98,3.95,3.5,228,2,3,0,2,5,1
2,AST,BOU,1-0,1,1,1.47,4.55,6.75,229,x,3,2,0,5,0
3,BRE,CHE,1-1,2,3,3.0,3.55,2.3,230,2,1,0,3,4,1
4,BUR,TOT,0-1,1,1,3.7,3.8,1.95,162,x,3,1,3,7,0
5,EVE,CRY,2-0,2,1,2.14,3.55,3.35,231,1,5,3,1,9,1
6,LIV,BHA,2-0,3,3,2.07,4.0,3.15,232,x,4,3,1,8,0
7,LUT,SHU,0-1,0,2,2.3,3.45,3.1,75,2,1,2,1,4,1
8,MCI,FUL,1-0,1,1,1.39,5.25,7.25,183,x,4,2,0,6,0
9,MUN,WOL,1-0,1,0,1.57,4.5,5.5,26,1,6,1,1,8,1
10,WHU,NOT,1-0,2,2,1.6,4.35,5.25,233,x,2,1,0,3,0
1,BRE,BOU,2-0,2,0,1.8,3.7,4.6,178,1,3,2,3,8,1
2,BUR,EVE,0-0,4,0,2.9,3.4,2.5,90,1,5,0,2,7,1
3,CRY,CHE,1-1,2,3,2.95,3.7,2.3,234,2,2,0,2,4,1
4,FUL,ARS,0-1,0,3,3.7,3.95,1.92,235,2,2,0,3,5,1
5,LUT,LIV,1-0,1,0,4.15,4.2,1.76,236,1,2,0,2,4,1
6,MCI,BHA,0-1,1,4,1.88,4.0,3.8,237,2,1,1,2,4,1
7,MUN,AST,4-0,6,3,1.97,4.05,3.45,191,1,2,1,4,7,1
